Date,Store,Category,Region,Sales
2022-01-13,Store_1,Home & Furniture,North,518.1713308730116
2022-01-14,Store_3,Electronics,South,478.1101568363041
2022-01-14,Store_1,Electronics,East,507.2030956306681
2022-01-15,Store_2,Home & Furniture,West,763.4972346896935
2022-01-15,Store_1,Home & Furniture,North,699.1215222616978
2022-01-15,Store_2,Clothing,South,714.7815893689835
2022-01-16,Store_1,Electronics,North,717.8619706180109
2022-01-16,Store_3,Electronics,West,714.0138036755669
2022-01-16,Store_1,Electronics,East,756.5789638035193
2022-01-16,Store_2,Home & Furniture,South,755.8634774818821
2022-01-17,Store_3,Clothing,West,715.6621823324007
2022-01-17,Store_1,Home & Furniture,South,620.9790423395655
2022-01-17,Store_2,Grocery,East,484.9454901925426
2022-01-17,Store_1,Home & Furniture,East,598.69038516585
2022-01-18,Store_1,Clothing,West,604.4633402306526
2022-01-18,Store_2,Clothing,East,473.2440610450826
2022-01-18,Store_3,Home & Furniture,West,506.400119817636
2022-01-19,Store_3,Grocery,West,607.1608149290381
2022-01-19,Store_1,Clothing,West,491.07865783757063
2022-01-19,Store_3,Grocery,South,497.2474209974237
2022-01-19,Store_3,Clothing,West,618.4288175850409
2022-01-20,Store_1,Grocery,North,568.5472919001467
2022-01-20,Store_2,Home & Furniture,North,597.72614727667
2022-01-20,Store_1,Electronics,East,588.2952034586965
2022-01-21,Store_3,Home & Furniture,West,633.2810541774592
2022-01-21,Store_3,Electronics,West,644.38856169232
2022-01-21,Store_2,Home & Furniture,West,552.5974279913254
2022-01-21,Store_1,Clothing,North,422.75098946213575
2022-01-22,Store_2,Home & Furniture,South,867.6660304704305
2022-01-22,Store_1,Electronics,West,940.1689303106297
2022-01-23,Store_1,Grocery,North,799.5511093981638
2022-01-23,Store_3,Clothing,North,702.1696921623555
2022-01-24,Store_3,Clothing,South,491.29780949483876
2022-01-24,Store_2,Grocery,North,509.13644347115275
2022-01-25,Store_2,Home & Furniture,East,518.1738977252282
2022-01-25,Store_1,Home & Furniture,East,428.5286237236953
2022-01-25,Store_1,Electronics,West,515.6501182734519
2022-01-25,Store_3,Home & Furniture,North,506.3974704371732
2022-01-26,Store_2,Electronics,South,664.729518575132
2022-01-26,Store_1,Electronics,West,568.6780956840182
2022-01-27,Store_1,Grocery,North,646.7659078754494
2022-01-27,Store_3,Electronics,North,616.5577694509823
2022-01-28,Store_1,Home & Furniture,East,596.7604390537834
2022-01-28,Store_3,Grocery,South,609.8375537109865
2022-01-28,Store_3,Home & Furniture,South,493.0509518836111
2022-01-28,Store_2,Clothing,South,611.1863520161808
2022-01-29,Store_3,Grocery,South,690.3413617255073
2022-01-29,Store_1,Clothing,South,866.2859151230815
2022-01-29,Store_3,Electronics,South,727.7431422761435
2022-01-29,Store_1,Home & Furniture,North,828.0344662198056
2022-01-30,Store_3,Electronics,West,831.8153819364638
2022-01-30,Store_2,Home & Furniture,South,837.7542561536834
2022-01-30,Store_3,Clothing,East,896.4804696203763
2022-01-31,Store_2,Clothing,North,614.936012619168
2022-01-31,Store_2,Clothing,South,533.2598753440715
2022-01-31,Store_2,Electronics,West,656.635004000382
2022-02-01,Store_2,Clothing,South,475.665851777938
2022-02-01,Store_1,Home & Furniture,West,445.36009855059694
2022-02-01,Store_1,Clothing,West,638.7651908198302
2022-02-02,Store_3,Clothing,East,611.246781499965
2022-02-02,Store_1,Grocery,West,555.4730064991945
2022-02-02,Store_2,Clothing,South,502.96789033410994
2022-02-03,Store_2,Electronics,South,451.2390986673348
2022-02-03,Store_1,Electronics,South,650.8860449519605
2022-02-04,Store_1,Clothing,South,682.6007667918333
2022-02-04,Store_1,Home & Furniture,North,587.7919450330413
2022-02-04,Store_1,Electronics,West,596.9710308200165
2022-02-05,Store_2,Electronics,East,840.2468827058707
2022-02-05,Store_3,Home & Furniture,South,972.7485736918552
2022-02-06,Store_2,Grocery,West,779.9401746443049
2022-02-06,Store_1,Clothing,West,999.3175293789182
2022-02-06,Store_3,Grocery,South,778.3618508649098
2022-02-06,Store_2,Electronics,West,674.859487685454
2022-02-07,Store_1,Electronics,West,621.8404629185993
2022-02-07,Store_3,Grocery,North,682.1701965663574
2022-02-07,Store_2,Clothing,West,649.220824535187
2022-02-08,Store_1,Electronics,East,698.5079531189762
2022-02-08,Store_1,Electronics,West,660.1124975283269
2022-02-09,Store_3,Home & Furniture,North,717.9858455475766
2022-02-09,Store_1,Grocery,South,588.1718388938467
2022-02-09,Store_2,Grocery,South,643.6943210808931
2022-02-10,Store_1,Grocery,North,579.946939014494
2022-02-10,Store_3,Electronics,West,601.2868209336875
2022-02-10,Store_1,Home & Furniture,South,694.7548817141131
2022-02-10,Store_1,Electronics,West,680.0962195608853
2022-02-11,Store_2,Electronics,East,630.6547961313239
2022-02-11,Store_3,Grocery,West,641.7131143131583
2022-02-11,Store_1,Clothing,North,614.912427390278
2022-02-11,Store_3,Electronics,South,720.229071807431
2022-02-12,Store_1,Grocery,North,791.454134234491
2022-02-12,Store_3,Clothing,North,1163.7697940096768
2022-02-13,Store_3,Grocery,East,862.3470201369514
2022-02-13,Store_1,Electronics,East,815.0988418239143
2022-02-14,Store_1,Clothing,West,524.6394463057841
2022-02-14,Store_1,Clothing,North,661.4370777505326
2022-02-15,Store_3,Grocery,North,586.3995982090015
2022-02-15,Store_3,Clothing,North,641.6259607566902
2022-02-16,Store_1,Electronics,South,715.8475512013548
2022-02-16,Store_3,Grocery,North,684.4139463172526
2022-02-16,Store_3,Grocery,South,604.2934257558335
2022-02-16,Store_1,Electronics,North,536.1859689056976
2022-02-17,Store_3,Clothing,North,739.431751665511
2022-02-17,Store_1,Home & Furniture,West,608.8928661467714
2022-02-17,Store_1,Home & Furniture,South,589.6078668926023
2022-02-18,Store_3,Grocery,South,632.3186454023632
2022-02-18,Store_1,Electronics,South,591.447713911543
2022-02-18,Store_2,Grocery,West,499.33212645419553
2022-02-18,Store_1,Home & Furniture,South,751.0854756177841
2022-02-19,Store_3,Home & Furniture,North,927.3292727566864
2022-02-19,Store_1,Grocery,South,853.1304567710888
2022-02-20,Store_1,Electronics,East,762.260650819314
2022-02-20,Store_3,Home & Furniture,North,857.2917320997873
2022-02-21,Store_3,Home & Furniture,North,734.7395147228323
2022-02-21,Store_2,Clothing,East,838.1200740195313
2022-02-21,Store_1,Electronics,South,688.5573050181493
2022-02-21,Store_1,Clothing,West,725.8448211518094
2022-02-22,Store_2,Home & Furniture,West,672.8564918104236
2022-02-22,Store_2,Home & Furniture,South,541.9611746255665
2022-02-22,Store_2,Home & Furniture,West,720.9096442244888
2022-02-23,Store_1,Electronics,West,687.612695697108
2022-02-23,Store_1,Home & Furniture,West,810.3658847722062
2022-02-24,Store_1,Clothing,North,652.484711868871
2022-02-24,Store_2,Grocery,West,714.2192711017562
2022-02-25,Store_1,Grocery,West,658.4064213971303
2022-02-25,Store_3,Electronics,East,641.717615541506
2022-02-25,Store_2,Clothing,East,527.2445483332126
2022-02-26,Store_1,Electronics,South,1006.907089768313
2022-02-26,Store_1,Grocery,East,901.7198823278915
2022-02-27,Store_3,Electronics,North,1067.359864541945
2022-02-27,Store_2,Electronics,East,836.0063198104547
2022-02-28,Store_1,Home & Furniture,South,542.033540502507
2022-02-28,Store_2,Home & Furniture,East,696.8393177338385
2022-03-01,Store_2,Grocery,South,711.3055346351468
2022-03-01,Store_2,Home & Furniture,North,773.7898515474501
2022-03-01,Store_2,Home & Furniture,North,664.4275068031735
2022-03-01,Store_3,Clothing,North,626.6921027383315
2022-03-02,Store_2,Grocery,East,876.6318942427908
2022-03-02,Store_2,Grocery,South,638.7992448041716
2022-03-03,Store_2,Grocery,East,647.7936499388966
2022-03-03,Store_1,Grocery,North,746.0634258485408
2022-03-03,Store_3,Home & Furniture,South,664.2121153455003
2022-03-04,Store_1,Home & Furniture,South,829.2860809428322
2022-03-04,Store_1,Grocery,North,695.0216876631121
2022-03-04,Store_2,Grocery,North,654.3026934645858
2022-03-04,Store_2,Electronics,South,543.6380462930721
2022-03-05,Store_3,Electronics,East,692.70790332837
2022-03-05,Store_3,Home & Furniture,East,977.0341237012674
2022-03-05,Store_1,Clothing,West,1049.5415977142
2022-03-05,Store_3,Clothing,North,797.3677730751427
2022-03-06,Store_1,Electronics,South,741.874888315283
2022-03-06,Store_2,Electronics,South,936.3311395173988
2022-03-06,Store_2,Electronics,South,734.7587837094007
2022-03-07,Store_1,Clothing,North,666.0801366474637
2022-03-07,Store_2,Clothing,West,678.0726798175733
2022-03-07,Store_2,Clothing,East,609.3935099146141
2022-03-08,Store_3,Clothing,East,697.3461558472516
2022-03-08,Store_2,Grocery,South,620.8070541436517
2022-03-09,Store_2,Grocery,East,826.6526125949447
2022-03-09,Store_3,Clothing,East,704.3926406108137
2022-03-09,Store_3,Home & Furniture,North,686.483902308753
2022-03-09,Store_2,Grocery,South,761.6841100476806
2022-03-10,Store_3,Electronics,West,615.8085862266449
2022-03-10,Store_2,Clothing,North,667.3683825319812
2022-03-10,Store_1,Home & Furniture,North,560.6678635652256
2022-03-10,Store_2,Clothing,North,702.0434937559254
2022-03-11,Store_2,Grocery,East,892.6334419334197
2022-03-11,Store_1,Home & Furniture,East,636.8461074534988
2022-03-12,Store_2,Home & Furniture,South,803.2982767128782
2022-03-12,Store_3,Home & Furniture,East,750.5514030446019
2022-03-12,Store_1,Electronics,South,897.242431952979
2022-03-13,Store_2,Grocery,East,909.1010704989213
2022-03-13,Store_2,Grocery,South,1019.4903655268864
2022-03-14,Store_3,Electronics,East,686.9066288125689
2022-03-14,Store_3,Home & Furniture,East,704.1286095925963
2022-03-14,Store_2,Grocery,North,762.841059038425
2022-03-14,Store_2,Electronics,South,833.8244677901478
2022-03-15,Store_3,Home & Furniture,South,685.2863535958874
2022-03-15,Store_2,Grocery,South,765.8879365494491
2022-03-15,Store_3,Home & Furniture,North,630.3081720601556
2022-03-15,Store_1,Grocery,South,708.5158171735015
2022-03-16,Store_1,Grocery,East,828.9456098295669
2022-03-16,Store_3,Electronics,South,676.3889192783549
2022-03-16,Store_2,Home & Furniture,South,730.3722043203891
2022-03-17,Store_1,Clothing,North,773.6514122681263
2022-03-17,Store_1,Electronics,North,646.9966379691191
2022-03-18,Store_3,Grocery,East,885.2030461477674
2022-03-18,Store_1,Electronics,South,645.6596261197645
2022-03-18,Store_1,Home & Furniture,East,649.2334263920397
2022-03-18,Store_1,Grocery,West,814.4147935431671
2022-03-19,Store_2,Home & Furniture,West,912.271456242011
2022-03-19,Store_1,Home & Furniture,East,887.0756858640532
2022-03-19,Store_2,Clothing,North,841.4364488615074
2022-03-19,Store_1,Electronics,East,964.4522842647361
2022-03-20,Store_1,Electronics,South,981.446520082419
2022-03-20,Store_1,Grocery,West,929.5600459042591
2022-03-20,Store_3,Electronics,South,1088.5678794371408
2022-03-20,Store_1,Clothing,East,862.8097362130683
2022-03-21,Store_3,Clothing,South,547.3885035859502
2022-03-21,Store_2,Electronics,West,776.0164995165941
2022-03-21,Store_2,Grocery,East,715.6225055797456
2022-03-21,Store_3,Clothing,West,573.8229945993417
2022-03-22,Store_1,Electronics,West,723.9744759499715
2022-03-22,Store_2,Clothing,East,663.6717302383544
2022-03-22,Store_1,Electronics,North,657.9031614367266
2022-03-23,Store_3,Electronics,South,729.7755331731416
2022-03-23,Store_1,Clothing,South,750.1662985355775
2022-03-23,Store_1,Grocery,South,624.7372791119873
2022-03-23,Store_1,Home & Furniture,West,517.8856558622124
2022-03-24,Store_1,Home & Furniture,North,752.051197420997
2022-03-24,Store_1,Grocery,East,492.151999706723
2022-03-24,Store_3,Clothing,East,667.1434398200377
2022-03-24,Store_3,Electronics,West,834.4796168892875
2022-03-25,Store_2,Grocery,West,739.8057002930233
2022-03-25,Store_3,Grocery,South,556.1468219712442
2022-03-25,Store_3,Home & Furniture,South,818.1279868027211
2022-03-25,Store_1,Electronics,East,712.886909228021
2022-03-26,Store_1,Home & Furniture,North,1183.4281004658767
2022-03-26,Store_3,Grocery,North,826.2873124261151
2022-03-26,Store_2,Clothing,North,957.5293649345712
2022-03-26,Store_2,Clothing,North,843.24509181717
2022-03-27,Store_3,Grocery,East,857.4184577334169
2022-03-27,Store_3,Electronics,North,964.86659867259
2022-03-28,Store_2,Home & Furniture,North,590.7680734566663
2022-03-28,Store_3,Grocery,South,767.6447137440526
2022-03-29,Store_2,Clothing,South,514.0280943128624
2022-03-29,Store_3,Home & Furniture,East,712.595342301425
2022-03-29,Store_3,Grocery,West,761.724890030226
2022-03-29,Store_1,Home & Furniture,North,604.1454500834526
2022-03-30,Store_1,Clothing,East,722.0245285966364
2022-03-30,Store_1,Electronics,West,618.4746286043054
2022-03-31,Store_2,Home & Furniture,East,741.287245087828
2022-03-31,Store_1,Home & Furniture,North,700.009629800552
2022-03-31,Store_2,Clothing,East,712.6141788722475
2022-04-01,Store_2,Electronics,North,654.6250945124065
2022-04-01,Store_1,Electronics,South,790.3092473909907
2022-04-01,Store_1,Grocery,East,724.2466012352844
2022-04-01,Store_3,Grocery,South,793.3182143412465
2022-04-02,Store_2,Clothing,East,693.8271591386617
2022-04-02,Store_1,Home & Furniture,North,780.9517631707245
2022-04-02,Store_2,Grocery,East,921.3905257257624
2022-04-03,Store_2,Home & Furniture,North,890.752672816179
2022-04-03,Store_1,Electronics,East,1007.1925858660488
2022-04-03,Store_3,Home & Furniture,East,1042.1237628581055
2022-04-04,Store_1,Clothing,North,905.4857318921094
2022-04-04,Store_3,Clothing,North,711.6963724690327
2022-04-04,Store_3,Home & Furniture,West,837.1085652333846
2022-04-04,Store_2,Home & Furniture,West,735.0533976659082
2022-04-05,Store_1,Grocery,North,670.706138907552
2022-04-05,Store_2,Clothing,East,792.3298164422183
2022-04-05,Store_2,Electronics,East,566.0010984076064
2022-04-06,Store_3,Grocery,East,840.5067350918515
2022-04-06,Store_1,Electronics,South,804.5931010134068
2022-04-07,Store_1,Grocery,North,558.7724984650822
2022-04-07,Store_2,Home & Furniture,West,715.902459596349
2022-04-07,Store_1,Grocery,South,691.2840132705081
2022-04-08,Store_1,Grocery,East,707.7895817464461
2022-04-08,Store_1,Grocery,North,710.675510770433
2022-04-08,Store_3,Electronics,South,871.0705329281286
2022-04-08,Store_2,Clothing,South,752.4319526065846
2022-04-09,Store_3,Electronics,East,773.6911291435365
2022-04-09,Store_2,Grocery,West,918.1746685527196
2022-04-09,Store_2,Grocery,North,928.0575631684571
2022-04-10,Store_1,Grocery,South,805.3054045884453
2022-04-10,Store_2,Electronics,East,848.67402011446
2022-04-11,Store_3,Grocery,East,722.3259286288021
2022-04-11,Store_1,Electronics,East,826.8323056060362
2022-04-12,Store_1,Electronics,South,822.2248812168875
2022-04-12,Store_2,Home & Furniture,South,808.8971136918591
2022-04-12,Store_2,Clothing,North,656.9447234784377
2022-04-13,Store_1,Electronics,East,707.6993646786663
2022-04-13,Store_3,Home & Furniture,West,678.1194205554068
2022-04-13,Store_3,Grocery,South,617.8528780909114
2022-04-13,Store_3,Clothing,West,780.2140820577251
2022-04-14,Store_2,Home & Furniture,East,691.2174195803475
2022-04-14,Store_3,Clothing,West,605.6729158843369
2022-04-14,Store_1,Clothing,South,694.7751924595406
2022-04-15,Store_2,Grocery,North,641.7221332633037
2022-04-15,Store_1,Electronics,North,592.9819183943667
2022-04-16,Store_2,Electronics,East,763.4326575614589
2022-04-16,Store_1,Electronics,North,1004.1789861359073
2022-04-16,Store_2,Electronics,East,839.8395105798816
2022-04-16,Store_3,Home & Furniture,East,811.3286759026338
2022-04-17,Store_1,Clothing,North,905.1580968045488
2022-04-17,Store_1,Grocery,North,987.2302466997647
2022-04-18,Store_3,Grocery,North,728.4779697357342
2022-04-18,Store_3,Grocery,North,726.1130209280661
2022-04-18,Store_2,Grocery,East,708.3585783705082
2022-04-18,Store_2,Clothing,East,727.4747419188261
2022-04-19,Store_2,Clothing,South,673.6744092488258
2022-04-19,Store_3,Grocery,East,685.3860933679078
2022-04-20,Store_2,Clothing,West,636.5822398918681
2022-04-20,Store_2,Clothing,North,654.9126178078491
2022-04-21,Store_2,Clothing,East,663.818458800593
2022-04-21,Store_1,Home & Furniture,North,673.6024971451754
2022-04-21,Store_2,Electronics,North,653.3737440161501
2022-04-21,Store_2,Home & Furniture,South,757.9734306117552
2022-04-22,Store_3,Clothing,South,710.0188456907035
2022-04-22,Store_3,Clothing,East,652.3630156748699
2022-04-22,Store_2,Home & Furniture,North,592.4694616413765
2022-04-23,Store_3,Electronics,South,1162.1495049662506
2022-04-23,Store_2,Electronics,East,824.3496438865919
2022-04-23,Store_2,Electronics,East,1056.2637252258687
2022-04-24,Store_2,Home & Furniture,South,835.9381449462643
2022-04-24,Store_1,Electronics,West,937.5901899293685
2022-04-25,Store_1,Grocery,East,743.0397868638117
2022-04-25,Store_3,Grocery,North,528.822461123274
2022-04-26,Store_1,Clothing,West,585.5292594871333
2022-04-26,Store_2,Home & Furniture,East,760.86671789697
2022-04-27,Store_1,Grocery,North,663.5520529268962
2022-04-27,Store_1,Clothing,South,672.903195072671
2022-04-27,Store_1,Clothing,North,685.0166713812758
2022-04-28,Store_2,Electronics,North,628.1486594068765
2022-04-28,Store_2,Clothing,West,636.6881017468363
2022-04-28,Store_3,Clothing,North,639.4903344408641
2022-04-29,Store_3,Home & Furniture,South,664.1622728758751
2022-04-29,Store_3,Grocery,South,541.6908881384053
2022-04-30,Store_1,Home & Furniture,East,897.250213784432
2022-04-30,Store_1,Clothing,North,821.3719764278983
2022-04-30,Store_1,Home & Furniture,South,944.6280820796924
2022-05-01,Store_1,Clothing,North,812.9136190540476
2022-05-01,Store_2,Home & Furniture,South,836.3226806310814
2022-05-02,Store_3,Clothing,South,713.1671986089293
2022-05-02,Store_3,Grocery,West,656.5713897429996
2022-05-03,Store_2,Electronics,West,668.2142761200616
2022-05-03,Store_1,Home & Furniture,North,814.4290630313884
2022-05-03,Store_3,Grocery,East,674.3261695295085
2022-05-03,Store_2,Home & Furniture,East,753.3023075848317
2022-05-04,Store_3,Home & Furniture,West,715.7640662966897
2022-05-04,Store_1,Clothing,East,640.3064442076479
2022-05-05,Store_1,Grocery,West,573.6733946243899
2022-05-05,Store_3,Clothing,South,607.7839478151722
2022-05-06,Store_2,Grocery,West,748.4873140026749
2022-05-06,Store_3,Electronics,South,657.6905698585098
2022-05-06,Store_3,Grocery,West,790.655469075898
2022-05-06,Store_1,Grocery,East,692.7195663809226
2022-05-07,Store_2,Home & Furniture,West,759.217141176493
2022-05-07,Store_1,Clothing,West,878.3582501799542
2022-05-08,Store_3,Grocery,North,983.0690769138356
2022-05-08,Store_1,Grocery,West,835.1040913153124
2022-05-08,Store_3,Home & Furniture,North,913.6233093952567
2022-05-09,Store_1,Grocery,South,609.2600349035549
2022-05-09,Store_3,Grocery,South,754.8403030705106
2022-05-09,Store_2,Home & Furniture,East,537.3816203738212
2022-05-10,Store_1,Home & Furniture,East,818.7621281103119
2022-05-10,Store_1,Clothing,North,597.9400288986719
2022-05-11,Store_3,Grocery,East,745.9051900097729
2022-05-11,Store_2,Grocery,South,618.4194223872141
2022-05-11,Store_3,Electronics,North,709.2407611687713
2022-05-12,Store_3,Clothing,North,648.9353601009743
2022-05-12,Store_2,Clothing,South,571.0790971876514
2022-05-12,Store_2,Clothing,East,709.4462383420567
2022-05-12,Store_2,Home & Furniture,South,505.0359278003964
2022-05-13,Store_2,Electronics,East,605.1998125055932
2022-05-13,Store_2,Clothing,West,656.4698626104141
2022-05-13,Store_3,Home & Furniture,West,632.1811572879735
2022-05-13,Store_1,Home & Furniture,East,672.1069140981673
2022-05-14,Store_2,Grocery,West,818.7918535186112
2022-05-14,Store_2,Clothing,West,896.1565828994518
2022-05-14,Store_2,Clothing,North,816.0094507450555
2022-05-14,Store_1,Grocery,West,694.4006674230282
2022-05-15,Store_3,Grocery,South,902.7261334860783
2022-05-15,Store_3,Home & Furniture,North,932.3217247750754
2022-05-16,Store_1,Grocery,South,506.11189283426177
2022-05-16,Store_3,Grocery,West,607.3508771952662
2022-05-17,Store_1,Electronics,North,447.20637589111914
2022-05-17,Store_1,Electronics,West,716.3045703038107
2022-05-17,Store_1,Grocery,West,708.7978055951371
2022-05-17,Store_1,Grocery,West,639.9937532739867
2022-05-18,Store_1,Grocery,North,608.0016439385097
2022-05-18,Store_1,Electronics,West,618.8820547757477
2022-05-18,Store_2,Grocery,East,584.0975055375716
2022-05-19,Store_2,Clothing,West,709.6989114720236
2022-05-19,Store_1,Home & Furniture,East,680.356608716074
2022-05-19,Store_3,Home & Furniture,North,772.2903785780801
2022-05-20,Store_2,Home & Furniture,South,744.2643729124886
2022-05-20,Store_3,Clothing,East,675.0581283503141
2022-05-20,Store_2,Grocery,South,738.2517038139151
2022-05-21,Store_2,Grocery,East,760.051758081105
2022-05-21,Store_2,Grocery,West,817.8337455465022
2022-05-21,Store_1,Clothing,South,752.5931804984597
2022-05-22,Store_3,Grocery,West,766.6100986998572
2022-05-22,Store_1,Clothing,West,876.3383931805747
2022-05-22,Store_3,Home & Furniture,South,855.9603560258532
2022-05-22,Store_3,Clothing,West,869.5573008772981
2022-05-23,Store_3,Clothing,North,465.9596554424063
2022-05-23,Store_2,Electronics,East,605.1624399252993
2022-05-23,Store_2,Electronics,West,492.2658370089597
2022-05-24,Store_2,Electronics,East,524.9956669524781
2022-05-24,Store_1,Home & Furniture,South,505.9069295758799
2022-05-25,Store_3,Grocery,West,745.8215335258589
2022-05-25,Store_2,Clothing,South,496.8417876981755
2022-05-26,Store_3,Electronics,South,681.5969097997724
2022-05-26,Store_1,Clothing,North,631.8990188126293
2022-05-26,Store_2,Clothing,South,649.6870908978125
2022-05-26,Store_2,Grocery,South,562.70822797195
2022-05-27,Store_1,Grocery,South,558.4586542182565
2022-05-27,Store_1,Clothing,South,603.391371438914
2022-05-27,Store_2,Clothing,South,436.0003381957288
2022-05-27,Store_1,Clothing,North,633.570439889241
2022-05-28,Store_1,Clothing,North,904.3821623895506
2022-05-28,Store_1,Clothing,East,764.7859360250462
2022-05-29,Store_2,Home & Furniture,South,799.7519906908359
2022-05-29,Store_1,Electronics,North,658.331322704958
2022-05-29,Store_1,Electronics,West,859.2506319132968
2022-05-29,Store_2,Home & Furniture,West,646.9948949530162
2022-05-30,Store_1,Electronics,North,475.20801032843946
2022-05-30,Store_3,Clothing,South,702.6013264389012
2022-05-31,Store_2,Electronics,East,577.0620158287984
2022-05-31,Store_1,Home & Furniture,South,559.1366290459364
2022-05-31,Store_1,Electronics,North,661.8236843804169
2022-05-31,Store_3,Grocery,West,596.7551517944839
2022-06-01,Store_3,Clothing,South,561.7726725085079
2022-06-01,Store_2,Electronics,South,403.8383606313722
2022-06-01,Store_3,Clothing,South,605.6686485101282
2022-06-02,Store_2,Home & Furniture,East,629.2636993935954
2022-06-02,Store_3,Home & Furniture,South,522.1771086052702
2022-06-02,Store_1,Electronics,East,648.7959941824822
2022-06-02,Store_1,Clothing,South,547.3530245660736
2022-06-03,Store_2,Electronics,East,747.3544098441157
2022-06-03,Store_2,Grocery,South,590.1016237513912
2022-06-03,Store_1,Grocery,West,609.9584674137918
2022-06-03,Store_3,Home & Furniture,North,624.1035968878572
2022-06-04,Store_1,Electronics,East,821.2653798188671
2022-06-04,Store_2,Home & Furniture,South,855.8109665546958
2022-06-04,Store_2,Home & Furniture,South,957.3344995341976
2022-06-05,Store_1,Electronics,North,757.8644958854576
2022-06-05,Store_1,Clothing,North,798.7261746026907
2022-06-05,Store_2,Grocery,West,795.9843637319041
2022-06-05,Store_2,Clothing,South,682.8581571098752
2022-06-06,Store_3,Electronics,East,642.7173698967168
2022-06-06,Store_1,Home & Furniture,South,635.8318225711026
2022-06-06,Store_3,Electronics,West,571.1543220512013
2022-06-07,Store_3,Clothing,North,583.1175155696416
2022-06-07,Store_1,Electronics,West,651.8579468246547
2022-06-07,Store_1,Clothing,West,409.3127401871504
2022-06-08,Store_2,Grocery,South,592.293558719455
2022-06-08,Store_2,Grocery,North,522.7087854748927
2022-06-08,Store_2,Grocery,West,657.2592942906209
2022-06-09,Store_1,Grocery,North,549.5550823601033
2022-06-09,Store_1,Clothing,West,464.37579569970535
2022-06-10,Store_3,Home & Furniture,East,440.71084638940215
2022-06-10,Store_3,Clothing,North,619.9230934791764
2022-06-10,Store_1,Clothing,East,640.615990848378
2022-06-10,Store_3,Clothing,East,552.1278911058764
2022-06-11,Store_1,Grocery,East,780.6359923832812
2022-06-11,Store_1,Home & Furniture,South,736.3558024958844
2022-06-12,Store_1,Clothing,West,636.8099943357976
2022-06-12,Store_2,Grocery,South,536.7874766255525
2022-06-12,Store_1,Electronics,West,776.9174266266538
2022-06-12,Store_3,Clothing,West,745.1553546445135
2022-06-13,Store_3,Electronics,East,667.7736021687232
2022-06-13,Store_2,Electronics,South,514.5119966710682
2022-06-13,Store_2,Clothing,South,588.2039629185683
2022-06-14,Store_3,Clothing,North,597.502861406304
2022-06-14,Store_3,Grocery,South,377.1895480067295
2022-06-15,Store_1,Clothing,South,533.3307901692405
2022-06-15,Store_2,Electronics,North,588.1415123459944
2022-06-16,Store_2,Clothing,North,530.707240665167
2022-06-16,Store_2,Home & Furniture,East,612.843177511677
2022-06-16,Store_1,Grocery,East,587.5775664155865
2022-06-17,Store_1,Clothing,South,620.7855289257977
2022-06-17,Store_2,Electronics,East,513.632719105474
2022-06-17,Store_1,Electronics,South,502.5198679465371
2022-06-18,Store_3,Grocery,North,837.2362557730781
2022-06-18,Store_2,Electronics,North,878.7127167390599
2022-06-19,Store_3,Clothing,North,738.2113213960512
2022-06-19,Store_2,Clothing,South,705.2987230826479
